ticket_id,customer_id,subject,priority,status,created_date,resolved_date,assigned_to
1528,2543,refund request,low,open,2024-05-13,,Hafiz Ismail
1529,508,damaged item,low,open,2024-05-30,,Zul Abdullah
1530,2805,account issue,high,open,2024-01-22,2024-02-21,Ahmad Hassan
1531,2741,delivery delay,low,closed,2024-01-31,2024-02-22,Sarah Miller
1532,2859,account issue,low,open,2022-11-18,2022-11-22,Jia Xiao
1533,1875,refund request,low,resolved,2022-11-28,2022-11-29,John Smith
1534,2053,payment issue,low,pending,2022-06-15,,Swati Nair
1535,1151,delivery delay,high,in progress,2022-11-10,2022-11-10,Arjun Nair
1536,554,account issue,medium,pending,2022-09-20,,Hafiz Rahman
1537,2359,refund request,low,resolved,2022-07-05,2022-07-28,Hua Liang
1538,558,account issue,medium,pending,2023-06-24,2023-07-23,Hua Liang
1539,1502,delivery delay,medium,pending,2024-02-16,,Ravi Singh
1540,2930,refund request,low,in progress,2022-05-08,2022-05-17,Siti Hassan
1541,2490,delivery delay,low,open,2024-08-08,2024-08-12,Emily Miller
1542,552,payment issue,medium,in progress,2024-02-07,2024-02-23,Ahmad Abdullah
1543,303,refund request,low,resolved,2024-02-11,,Tao Mei
1544,1640,refund request,urgent,resolved,2022-06-23,,Swati Nair
1545,1716,damaged item,medium,in progress,2023-10-09,2023-10-13,Ravi Singh
1546,1542,account issue,medium,closed,2022-10-12,2022-10-16,Jia Liang
1547,904,refund request,high,pending,2024-02-23,2024-03-05,Ling Chen
1548,98,damaged item,high,pending,2022-10-12,,John Smith
1549,1324,payment issue,low,in progress,2023-06-29,,Kumar Iyer
1550,1496,payment issue,medium,pending,2023-07-20,2023-08-05,Tao Wong
1551,2921,damaged item,high,open,2023-05-01,2023-05-25,David Johnson
1552,2689,refund request,low,in progress,2022-06-02,,Ling Xiao
1553,2474,payment issue,medium,pending,2022-12-19,,Michael Brown
1554,2929,refund request,medium,resolved,2024-05-09,2024-05-13,Hafiz Rahman
1555,2212,damaged item,medium,in progress,2023-03-28,2023-04-18,Siti Hassan
1556,2911,damaged item,low,resolved,2022-12-12,2023-01-01,Nor Hassan
1557,2925,account issue,medium,pending,2024-05-30,,Nor Razak
1558,2125,damaged item,urgent,open,2024-09-04,2024-09-28,Tao Chen
1559,1654,damaged item,low,closed,2024-09-03,,Aminah Razak
1560,1087,account issue,medium,in progress,2023-03-14,2023-03-27,Ravi Singh
1561,2517,delivery delay,low,pending,2022-11-20,2022-11-21,Sarah Davis
1562,553,payment issue,low,in progress,2022-02-25,2022-03-23,Hua Liang
1563,178,account issue,medium,resolved,2022-02-15,2022-03-16,David Johnson
1564,2209,account issue,high,resolved,2022-06-23,2022-07-06,Kumar Iyer
1565,646,payment issue,high,open,2022-11-18,,David Johnson
1566,2481,refund request,high,pending,2024-05-25,,Nor Hassan
1567,2341,account issue,low,resolved,2023-06-01,,Michael Brown
1568,1643,delivery delay,high,resolved,2022-05-02,2022-05-10,Sarah Davis
1569,2132,account issue,high,in progress,2023-08-18,,Aminah Razak
1570,2694,account issue,high,in progress,2024-01-04,2024-01-29,Jia Ming
1571,1464,damaged item,low,in progress,2023-06-26,2023-06-28,Hafiz Rahman
1572,1040,damaged item,low,resolved,2023-03-23,2023-04-16,Ravi Singh
1573,256,account issue,low,open,2024-01-14,2024-01-23,Aminah Razak
1574,1400,refund request,high,closed,2023-11-09,2023-11-20,Arjun Iyer
1575,489,payment issue,low,open,2022-12-21,,Nor Razak
1576,2756,refund request,medium,pending,2022-04-14,2022-04-28,Chris Davis
1577,844,payment issue,low,resolved,2024-08-20,2024-08-24,Ravi Iyer
1578,671,delivery delay,urgent,pending,2023-10-11,,Swati Nair
1579,2488,damaged item,low,closed,2024-01-11,2024-02-07,Swati Nair
1580,1881,payment issue,low,pending,2024-07-10,,Siti Hassan
1581,59,damaged item,low,closed,2023-08-18,2023-08-23,Tao Wong
1582,1337,delivery delay,low,closed,2024-04-10,,Swati Singh
1583,1566,payment issue,medium,resolved,2022-12-25,2023-01-07,Ahmad Razak
1584,286,refund request,low,in progress,2024-06-19,,Siti Hassan
1585,1621,account issue,low,open,2024-01-05,,Nor Razak
1586,1844,account issue,low,pending,2022-12-11,2022-12-23,Nor Rahman
1587,1809,damaged item,high,resolved,2022-09-11,,Jia Xiao
1588,1597,account issue,low,resolved,2023-08-09,2023-08-13,Zul Abdullah
1589,192,damaged item,medium,in progress,2024-03-16,2024-03-26,Zul Abdullah
1590,2099,account issue,medium,closed,2022-08-07,2022-09-05,Jia Li
1591,1768,refund request,low,open,2023-05-02,2023-05-05,Jia Li
1592,2451,account issue,medium,open,2022-03-17,,Chris Davis
1593,268,refund request,medium,pending,2024-06-03,2024-06-25,Priya Kaur
1594,2134,refund request,high,resolved,2023-02-20,2023-03-08,Jia Ming
1595,309,payment issue,low,closed,2024-07-06,2024-07-07,Kumar Iyer
1596,2981,payment issue,medium,resolved,2024-09-15,2024-09-16,Kumar Iyer
1597,2869,payment issue,medium,open,2023-04-14,,Tao Chen
1598,2655,payment issue,medium,pending,2022-07-20,2022-07-28,Tao Ming
1599,2566,damaged item,low,closed,2022-08-25,2022-09-20,Emily Miller
1600,1738,damaged item,low,closed,2023-11-28,,Nor Rahman
1601,1308,damaged item,low,resolved,2022-05-19,2022-05-19,Emily Miller
1602,1672,damaged item,medium,in progress,2023-07-14,2023-07-31,Zul Abdullah
1603,1302,payment issue,low,open,2022-09-23,,Jia Li
1604,2990,refund request,low,open,2023-04-28,2023-05-05,Sarah Davis
1605,2845,damaged item,high,in progress,2024-06-05,2024-06-28,Ravi Iyer
1606,1476,payment issue,low,in progress,2024-09-26,,Ling Xiao
1607,534,damaged item,medium,pending,2022-12-18,2022-12-18,Ahmad Razak
1608,2216,delivery delay,medium,in progress,2024-01-19,2024-01-29,David Miller
1609,1803,payment issue,low,open,2024-05-31,2024-05-31,David Johnson
1610,294,damaged item,high,pending,2024-01-12,2024-02-10,Tao Chen
1611,1998,damaged item,low,closed,2023-04-24,,Nor Razak
1612,1187,payment issue,medium,pending,2022-01-30,,Ahmad Hassan
1613,2274,account issue,low,open,2022-08-12,,Ravi Singh
1614,310,payment issue,urgent,open,2023-03-02,,Jia Li
1615,510,damaged item,medium,pending,2022-12-11,2022-12-24,Ravi Singh
1616,1838,refund request,medium,resolved,2022-03-30,,Sarah Davis
1617,641,refund request,low,closed,2022-09-26,2022-10-04,Ravi Iyer
1618,1830,delivery delay,low,resolved,2024-03-29,2024-04-07,Ravi Iyer
1619,1983,damaged item,high,resolved,2022-07-26,2022-08-07,Jia Xiao
1620,2271,payment issue,low,in progress,2023-08-21,2023-08-23,Swati Singh
1621,1237,damaged item,low,in progress,2024-05-26,,Michael Brown
1622,435,delivery delay,low,resolved,2023-10-08,2023-10-30,Hafiz Rahman
1623,2062,damaged item,low,open,2022-11-10,2022-11-17,Hua Chen
1624,51,payment issue,medium,in progress,2022-12-11,2022-12-12,Michael Brown
1625,2886,account issue,low,open,2024-04-22,,Hafiz Razak
1626,2904,account issue,low,open,2024-08-08,2024-09-06,Jia Xiao
1627,33,payment issue,low,in progress,2024-02-03,2024-02-11,Ling Xiao
1628,2972,refund request,low,in progress,2024-08-25,2024-09-18,Ravi Iyer
1629,1882,payment issue,medium,closed,2022-02-23,2022-02-24,Ahmad Abdullah
1630,708,payment issue,medium,in progress,2023-09-03,2023-09-13,Ling Chen
1631,469,delivery delay,low,resolved,2022-01-10,,Jia Liang
1632,1650,damaged item,high,closed,2023-01-15,,Priya Kaur
1633,2649,damaged item,medium,resolved,2023-06-05,2023-06-17,Nor Rahman
1634,2390,delivery delay,low,pending,2022-03-17,2022-03-17,Ahmad Razak
1635,1055,delivery delay,medium,in progress,2024-09-23,2024-09-29,Nor Abdullah
1636,1557,damaged item,high,closed,2022-03-16,2022-03-19,David Miller
1637,2120,damaged item,low,closed,2022-05-13,,Jia Ming
1638,2901,account issue,low,open,2024-10-26,2024-11-23,Priya Kaur
1639,2039,payment issue,low,closed,2022-05-20,2022-05-25,Nor Rahman
1640,889,refund request,low,closed,2022-06-26,2022-07-08,Sarah Davis
1641,1120,damaged item,low,in progress,2022-03-24,,Nor Razak
1642,1837,refund request,low,in progress,2023-01-03,2023-01-08,Ling Xiao
1643,602,damaged item,high,closed,2024-05-11,2024-06-01,Jia Liang
1644,2231,damaged item,low,pending,2023-11-26,2023-12-21,Jia Ming
1645,1743,account issue,,pending,2024-06-11,2024-06-13,Ling Mei
1646,2453,account issue,low,pending,2023-09-10,,John Smith
1647,48,payment issue,low,pending,2023-01-24,2023-02-16,Hafiz Rahman
1648,2560,delivery delay,low,open,2023-07-15,,Wei Ming
1649,1400,payment issue,low,resolved,2024-05-05,2024-05-10,Nor Rahman
1650,1483,delivery delay,low,open,2024-05-31,,Laura Brown
1651,2232,damaged item,high,open,2024-08-13,2024-08-15,Michael Davis
1652,2136,damaged item,high,in progress,2024-05-31,,Ravi Iyer
1653,2774,damaged item,high,open,2023-03-27,2023-04-19,Hafiz Ismail
1654,2461,account issue,low,closed,2023-07-24,2023-08-22,David Johnson
1655,2215,delivery delay,low,open,2022-11-09,2022-11-30,Jia Li
1656,985,payment issue,high,closed,2024-09-29,2024-10-03,Ravi Iyer
1657,887,delivery delay,low,open,2022-07-28,2022-08-05,Zul Abdullah
1658,2893,payment issue,medium,pending,2023-05-05,2023-06-01,Tao Mei
1659,1696,damaged item,low,closed,2022-01-07,2022-01-10,Priya Kaur
1660,1202,damaged item,medium,pending,2023-12-06,,Hua Liang
1661,336,damaged item,medium,in progress,2023-11-24,2023-12-11,Jia Ming
1662,1182,account issue,low,open,2024-08-03,2024-08-14,Hafiz Ismail
1663,1736,delivery delay,medium,closed,2022-01-27,,Hafiz Razak
1664,22,delivery delay,medium,pending,2022-07-07,2022-08-01,Sarah Brown
1665,2636,payment issue,low,open,2022-08-25,2022-09-24,Siti Hassan
1666,568,refund request,low,open,2023-12-23,2023-12-31,Ahmad Razak
1667,2324,account issue,low,in progress,2022-01-28,2022-02-15,Nor Rahman
1668,377,damaged item,urgent,open,2023-05-22,,Sarah Davis
1669,2035,damaged item,medium,in progress,2023-10-12,,Jia Xiao
1670,1977,refund request,low,pending,2022-10-10,2022-10-17,Ling Chen
1671,2566,account issue,high,closed,2023-02-16,2023-03-14,Kumar Iyer
1672,1247,payment issue,low,in progress,2023-04-05,,Hua Liang
1673,2387,payment issue,medium,in progress,2022-07-19,2022-07-29,Tao Wong
1674,842,damaged item,low,closed,2022-05-11,2022-05-18,Siti Hassan
1675,2476,delivery delay,medium,pending,2023-11-04,2023-11-29,Chris Davis
1676,2051,damaged item,low,resolved,2023-04-15,,Arjun Singh
1677,2773,payment issue,low,in progress,2024-09-02,2024-09-28,Ravi Iyer
1678,2091,refund request,urgent,open,2024-10-28,,Arjun Nair
1679,218,account issue,high,in progress,2024-04-30,2024-05-12,Wei Ming
1680,251,delivery delay,low,open,2022-07-15,2022-07-31,Arjun Singh
1681,2736,account issue,low,open,2022-11-18,2022-12-14,Arjun Singh
1682,1524,refund request,high,pending,2022-06-14,2022-06-27,Sarah Brown
1683,1406,payment issue,low,resolved,2022-03-31,2022-03-31,Nor Abdullah
1684,1512,damaged item,medium,in progress,2023-04-14,2023-04-29,Hafiz Razak
1685,386,refund request,low,pending,2023-03-07,2023-04-06,Tao Chen
1686,65,damaged item,low,resolved,2023-10-22,2023-10-23,Hafiz Razak
1687,2239,refund request,low,in progress,2024-01-27,,Jia Li
1688,1519,payment issue,low,resolved,2023-06-05,2023-06-05,Sarah Brown
1689,1027,delivery delay,medium,resolved,2024-03-15,2024-04-03,Swati Nair
1690,880,delivery delay,low,open,2024-04-27,,Laura Brown
1691,569,refund request,medium,open,2024-03-12,2024-03-30,Tao Chen
1692,935,payment issue,high,resolved,2022-01-22,,Chris Davis
1693,477,delivery delay,medium,closed,2024-08-25,2024-09-23,Chris Davis
1694,804,payment issue,low,pending,2024-07-31,,Ling Xiao
1695,1543,payment issue,low,pending,2022-01-10,2022-02-05,Ahmad Razak
1696,2851,payment issue,high,resolved,2023-03-04,2023-03-25,Hua Chen
1697,908,refund request,medium,resolved,2024-07-22,2024-08-05,Ahmad Razak
1698,2173,payment issue,,closed,2023-10-23,2023-11-05,Aminah Razak
1699,1951,refund request,low,closed,2022-04-02,2022-04-03,Laura Brown
1700,1801,payment issue,low,open,2022-03-01,2022-03-20,Nor Razak
1701,2308,payment issue,urgent,closed,2023-01-29,2023-02-01,Nor Abdullah
1702,1123,account issue,medium,pending,2022-06-15,2022-06-22,Ahmad Hassan
1703,217,refund request,low,in progress,2022-04-07,2022-04-30,David Johnson
1704,330,refund request,low,pending,2022-06-01,2022-07-01,Ling Xiao
1705,879,delivery delay,medium,pending,2023-07-29,,Hafiz Rahman
1706,758,damaged item,high,resolved,2022-04-02,2022-04-14,Ahmad Rahman
1707,2212,delivery delay,medium,in progress,2022-01-06,2022-01-09,Arjun Nair
1708,2275,account issue,high,resolved,2024-05-13,2024-06-06,Tao Chen
1709,2639,delivery delay,high,pending,2022-04-09,2022-05-03,Wei Ming
1710,880,delivery delay,medium,in progress,2023-07-12,2023-08-01,Jia Xiao
1711,1225,delivery delay,low,open,2022-09-01,2022-09-16,Tao Wong
1712,1608,payment issue,low,closed,2024-03-21,2024-03-24,Ahmad Hassan
1713,2495,delivery delay,low,open,2023-09-08,2023-09-10,Nor Rahman
1714,1985,account issue,high,open,2023-05-06,,Zul Abdullah
1715,274,account issue,low,in progress,2022-11-24,2022-12-15,Hafiz Rahman
1716,1078,damaged item,low,open,2022-04-03,,Ling Xiao
1717,2347,damaged item,medium,closed,2022-12-06,2022-12-27,Jia Li
1718,1638,refund request,medium,open,2024-08-18,,Zul Abdullah
1719,1331,refund request,low,in progress,2024-04-30,,Ling Mei
1720,1071,delivery delay,low,resolved,2024-10-26,,John Smith
1721,379,account issue,low,closed,2023-06-25,2023-06-28,Hua Liang
1722,1006,payment issue,urgent,closed,2023-12-04,2023-12-22,Chris Davis
1723,133,payment issue,medium,pending,2023-04-15,2023-04-26,Sarah Brown
1724,1081,damaged item,high,open,2023-10-06,2023-11-04,Jia Xiao
1725,1303,payment issue,high,pending,2023-10-12,2023-11-03,Zul Abdullah
1726,1141,delivery delay,urgent,in progress,2023-10-10,2023-10-15,Ahmad Rahman
1727,2107,damaged item,medium,closed,2024-10-22,2024-11-07,Hafiz Razak
1728,2928,payment issue,high,in progress,2023-10-01,2023-10-05,Nor Razak
1729,378,account issue,low,resolved,2022-12-03,2022-12-30,Michael Brown
1730,646,payment issue,low,closed,2022-11-04,2022-12-02,Nor Razak
1731,354,refund request,high,resolved,2024-04-22,,Kumar Iyer
1732,2918,damaged item,high,pending,2023-02-19,,Zul Abdullah
1733,654,damaged item,medium,in progress,2024-05-11,2024-05-15,Emily Miller
1734,479,delivery delay,medium,pending,2022-03-27,2022-04-09,Hafiz Rahman
1735,592,payment issue,low,closed,2022-06-04,,Jia Liang
1736,2799,delivery delay,low,pending,2024-04-04,,Sarah Brown
1737,290,payment issue,medium,open,2023-12-09,2023-12-30,Hafiz Razak
1738,1791,delivery delay,medium,resolved,2022-06-05,,Tao Mei
1739,2199,payment issue,low,resolved,2022-09-11,,Hua Chen
1740,2010,damaged item,high,open,2022-04-24,2022-05-04,Tao Ming
1741,3000,payment issue,low,pending,2023-03-26,2023-04-19,Siti Hassan
1742,2847,account issue,low,in progress,2023-08-25,2023-09-22,Ahmad Hassan
1743,1037,damaged item,low,resolved,2023-09-17,2023-10-12,Nor Hassan
1744,93,account issue,low,resolved,2024-04-19,2024-04-24,Sarah Brown
1745,1825,damaged item,medium,resolved,2022-10-27,2022-11-23,Sarah Brown
1746,1337,account issue,medium,closed,2024-03-26,2024-04-25,Jia Xiao
1747,1164,payment issue,medium,in progress,2022-08-02,2022-08-05,Sarah Davis
1748,23,payment issue,high,closed,2023-01-20,2023-01-25,Aminah Razak
1749,745,payment issue,medium,open,2024-04-12,2024-05-04,Priya Kaur
1750,1553,delivery delay,medium,open,2023-05-04,2023-05-19,Michael Brown
1751,985,payment issue,low,resolved,2024-09-03,,Arjun Nair
1752,859,account issue,low,pending,2023-09-05,2023-09-17,Tao Ming
1753,1890,account issue,medium,closed,2023-11-01,2023-11-11,Ahmad Razak
1754,2671,delivery delay,low,resolved,2023-05-15,,Tao Mei
1755,2480,refund request,urgent,closed,2023-07-05,2023-07-11,Nor Abdullah
1756,1563,payment issue,high,pending,2022-01-08,2022-01-22,Tao Chen
1757,1883,refund request,low,open,2024-09-25,2024-10-17,Priya Kaur
1758,2140,damaged item,low,in progress,2022-07-01,,Hua Liang
1759,918,refund request,low,in progress,2022-04-13,2022-05-03,Hua Chen
1760,1969,payment issue,,pending,2024-09-28,2024-10-17,Priya Kaur
1761,718,account issue,medium,closed,2023-10-25,2023-11-06,David Johnson
1762,1650,delivery delay,low,resolved,2024-06-02,,Tao Ming
1763,1590,account issue,medium,pending,2024-01-28,2024-02-08,Jia Xiao
1764,2667,account issue,medium,closed,2022-01-10,2022-02-01,Nor Hassan
1765,1719,payment issue,,pending,2023-04-09,2023-05-04,Nor Rahman
1766,821,account issue,low,open,2022-04-22,,Nor Razak
1767,2113,damaged item,urgent,open,2022-05-14,2022-06-13,Ahmad Razak
1768,300,account issue,low,open,2022-11-27,2022-12-19,Michael Brown
1769,2878,refund request,medium,pending,2023-04-14,2023-04-16,Sarah Miller
1770,2914,refund request,medium,pending,2023-05-31,2023-06-29,Hua Liang
1771,2308,account issue,medium,closed,2024-09-05,2024-09-11,Arjun Nair
1772,2101,damaged item,low,in progress,2022-11-13,2022-12-08,Emily Miller
1773,1084,account issue,medium,closed,2023-06-10,2023-07-05,Emily Miller
1774,321,account issue,medium,in progress,2023-08-26,2023-09-09,Hafiz Razak
1775,499,damaged item,low,pending,2022-06-03,2022-06-09,Siti Hassan
1776,868,payment issue,high,open,2024-08-15,2024-09-04,Ahmad Rahman
1777,1924,account issue,urgent,open,2023-01-19,2023-02-08,Ling Chen
1778,2461,refund request,medium,in progress,2022-01-31,,Nor Hassan
1779,304,refund request,low,open,2024-04-07,2024-05-05,Hafiz Razak
1780,1538,account issue,low,open,2022-03-01,2022-03-04,Jia Li
1781,2995,payment issue,urgent,in progress,2022-05-01,,Michael Davis
1782,2329,payment issue,low,closed,2024-10-06,2024-10-13,Ahmad Abdullah
1783,2717,damaged item,high,in progress,2023-12-24,,Tao Ming
1784,2623,account issue,high,open,2024-04-20,,Nor Abdullah
1785,2125,payment issue,low,pending,2024-09-26,2024-10-13,Arjun Singh
1786,2955,payment issue,,pending,2023-08-13,2023-08-22,Jia Li
1787,2247,refund request,low,open,2023-12-01,2023-12-29,Hafiz Ismail
1788,1659,account issue,low,resolved,2022-02-11,2022-03-10,David Johnson
1789,1494,refund request,high,closed,2022-07-18,,Tao Ming
1790,767,payment issue,urgent,resolved,2023-07-12,2023-08-01,Siti Hassan
1791,185,payment issue,low,open,2023-12-30,2024-01-13,Zul Abdullah
1792,704,refund request,low,resolved,2023-08-26,2023-09-23,Hafiz Ismail
1793,828,damaged item,high,resolved,2022-10-07,2022-10-22,Hafiz Razak
1794,2120,damaged item,low,open,2024-01-05,2024-01-09,Hafiz Ismail
1795,2361,damaged item,low,open,2023-10-26,2023-10-26,Hafiz Rahman
1796,1052,account issue,low,closed,2022-11-15,,Zul Abdullah
1797,924,payment issue,low,in progress,2024-03-05,2024-03-11,Jia Li
1798,1937,damaged item,low,open,2023-03-06,,Kumar Iyer
1799,132,payment issue,medium,resolved,2023-07-24,2023-07-27,Nor Rahman
1800,2366,delivery delay,low,in progress,2022-12-12,2022-12-30,Tao Chen
1801,2870,account issue,medium,closed,2023-01-02,2023-01-07,Arjun Singh
1802,353,payment issue,low,resolved,2022-03-30,2022-04-01,Ahmad Abdullah
1803,1547,account issue,medium,resolved,2022-02-09,2022-02-12,Kumar Iyer
1804,598,payment issue,low,in progress,2022-01-05,2022-01-22,Ravi Iyer
1805,2199,damaged item,low,resolved,2023-03-10,2023-03-30,Priya Kaur
1806,2314,account issue,medium,closed,2022-01-31,2022-02-14,Chris Davis
